203.0.113.10 - - [06/Apr/2026:08:00:01] "POST /api/auth/login HTTP/1.1" 401 
203.0.113.10 - - [06/Apr/2026:08:00:02] "POST /api/auth/login HTTP/1.1" 401 
203.0.113.10 - - [06/Apr/2026:08:00:03] "POST /api/auth/login HTTP/1.1" 401 
203.0.113.10 - - [06/Apr/2026:08:00:04] "POST /api/auth/login HTTP/1.1" 401 
203.0.113.10 - - [06/Apr/2026:08:00:05] "POST /api/auth/login HTTP/1.1" 401 
203.0.113.10 - - [06/Apr/2026:08:00:06] "POST /api/auth/login HTTP/1.1" 401 
203.0.113.10 - - [06/Apr/2026:08:00:07] "POST /api/auth/login HTTP/1.1" 401 
203.0.113.10 - - [06/Apr/2026:08:00:08] "POST /api/auth/login HTTP/1.1" 401 
203.0.113.10 - - [06/Apr/2026:08:00:09] "POST /api/auth/login HTTP/1.1" 401 
203.0.113.10 - - [06/Apr/2026:08:00:10] "POST /api/auth/login HTTP/1.1" 401 
203.0.113.10 - - [06/Apr/2026:08:00:11] "POST /api/auth/login_failed HTTP/1.1" 401 
203.0.113.11 - - [06/Apr/2026:08:01:00] "POST /api/auth/login HTTP/1.1" 401 
203.0.113.11 - - [06/Apr/2026:08:01:01] "POST /api/auth/login HTTP/1.1" 401 
198.51.100.5 - - [06/Apr/2026:08:02:00] "GET / HTTP/1.1" 200 
198.51.100.5 - - [06/Apr/2026:08:02:01] "GET /assets/style.css HTTP/1.1" 200 
198.51.100.5 - - [06/Apr/2026:08:02:02] "GET /dashboard HTTP/1.1" 200 
10.0.0.50 - - [06/Apr/2026:08:03:00] "GET /health HTTP/1.1" 200 
10.0.0.50 - - [06/Apr/2026:08:03:30] "GET /health HTTP/1.1" 200 
10.0.0.51 - - [06/Apr/2026:08:04:00] "POST /api/auth/login HTTP/1.1" 200 
203.0.113.99 - - [06/Apr/2026:08:05:00] "POST /api/auth/login HTTP/1.1" 403 
203.0.113.99 - - [06/Apr/2026:08:05:01] "POST /api/auth/login HTTP/1.1" 403 
203.0.113.99 - - [06/Apr/2026:08:05:02] "GET /admin HTTP/1.1" 403 
